,num,url,title,play,view,author,pts
77,78,//www.bilibili.com/video/av79162789,【灵魂rap】我的名字叫老八，万人称我美食家,37.7万,254,柴可夫司徒,626560
78,79,//www.bilibili.com/video/av77680413,舔狗disco,30.8万,1858,肥宅雪橇,626000
79,80,//www.bilibili.com/video/av79404216,【刘哔】盘点2019年十大神剧！今年最有话题的剧都在这里了！,60.3万,6542,刘哔电影,623803
80,81,//www.bilibili.com/video/av79379288,【2009·2019·∞】一场十年爱情的发布会,18.1万,4392,AresserA-Vlog,622528
81,82,//www.bilibili.com/video/av79298709,洁哥☆AWSL,28.8万,1198,殷秋染,618906
82,83,//www.bilibili.com/video/av79311408,【古力娜扎】 S O L O ( 穷 哈 ),55.8万,1298,鲤甲鲅哞,616699
83,84,//www.bilibili.com/video/av78863004,【赌怪特效武侠片】决战紫禁之巅（第二集）卢本伟，鲲鲲主演,27.8万,1888,推背兔の,615777
84,85,//www.bilibili.com/video/av79386802,徐老师讲故事117：新英雄厄斐琉斯大百科,47.8万,5427,靠脸吃饭的徐大王,613542
85,86,//www.bilibili.com/video/av79197588,超市十五年店庆，大sao买了一堆东西，吃货逛街，这北京烤鸭真值,90.2万,7258,徐大sao,606227
86,87,//www.bilibili.com/video/av77912844,阿 giao 演 变,63.1万,172,空゜゜゜゜゜,604498
87,88,//www.bilibili.com/video/av79127813,当pua遇到鲁豫,63.3万,641,Lordxxx,602472
88,89,//www.bilibili.com/video/av79106582,这部国产剧有毒！千万不要去看《庆余年》！！！,98.3万,2602,轩邈Elias,599320
89,90,//www.bilibili.com/video/av75169619,前方高能！只需10s！我将从你手中抢走硬币！,22.6万,1328,MJ小林大人嗷,595238
90,91,//www.bilibili.com/video/av79107870,靠谱盘点67：我们是冠军！枣子哥登顶微博之夜，饭圈妹妹都懵了，这就是男妈妈的实力？,44.9万,2084,靠谱电竞,594756
91,92,//www.bilibili.com/video/av78593518,大爷被指有幕后团队操作，还拍东北人马屁？,50.1万,3147,结巴老爹,593185
92,93,//www.bilibili.com/video/av79376801,前妻大战女友？学妹吃醋学姐，刀剑史上最Sao打戏？桐姥爷竟然？！,58.3万,6973,陈雅楠cyn,591254
93,94,//www.bilibili.com/video/av79468179,【世界禁地】地球上被禁止访问的三大地方,84.0万,2129,东海oo,587275
94,95,//www.bilibili.com/video/av79136605,【qq飞车】你还记得你的青春吗？,37.7万,3182,L另唐,587253
95,96,//www.bilibili.com/video/av79335018,【互动视频】你会被PUA吗？,68.5万,1.8万,趣测酱,585634
96,97,//www.bilibili.com/video/av75443520,学了三年动画，毕业作品被老师轰出了教室！,30.0万,2577,MAX-小仙女,581728
97,98,//www.bilibili.com/video/av78354592,医 学 奇 迹,32.5万,424,橙汁味橘子,575939
98,99,//www.bilibili.com/video/av78793456,卧槽他没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了没了,40.5万,183,欢欢是个腐女耶,575272
99,100,//www.bilibili.com/video/av79295206,【またね。】谢拉毕业直播＋哭个锤子【Overidea学院】,21.5万,1768,Overidea_China,571832
